transaction_id user_id card_number amount description transaction_type vendor
620 62 403634805181 49.76 description Transportation MTA
621 57 601196825033 181.11 description Dining DoorDash
622 36 754464595460 130.89 description Transportation NYCTLC
623 97 606756728477 158.21 description Transportation NYCTLC
624 10 811663910270 48.6 description Other CVS
625 45 466115016207 42.25 description Transportation Lyft
626 70 063544365112 74.88 description Leisure Ebay
627 68 939797335371 135.93 description Dining DoorDash
628 20 780652621657 189.62 description Rent RadPad
629 67 178856177397 19.01 description Leisure Amazon
630 15 533577699457 120.46 description Transportation Lyft
631 44 207929783777 147.96 description Other TraderJoes
632 74 977297912586 12.36 description Dining UberEats
633 4 997707555444 32.36 description Other Walgreens
634 76 083275916309 184.04 description Leisure Walmart
635 58 271847802679 119.85 description Dining Seamless
636 2 224864727310 35.24 description Dining GrubHub
637 17 396614249927 65.07 description Other Costco
638 42 498662600575 73.56 description Rent PayLease
639 33 068383085356 55.25 description Leisure Microsoft
640 90 090841610242 129.2 description Other TraderJoes
641 47 723451720975 119.18 description Leisure Walmart
642 97 083696705207 25.21 description Other WholeFoods
643 44 964265675356 143.36 description Other Walgreens
644 2 416286928429 126.1 description Other HomeDepot
645 94 596778791932 96.34 description Other HomeDepot
646 1 195153259159 171.76 description Rent ClickPay
647 35 387535184403 3.76 description Transportation MTA
648 30 464528027873 102.41 description Leisure Alibaba
649 22 729529694380 41.36 description Rent RadPad
650 71 443649916332 50.85 description Other TraderJoes
651 42 869292916166 130.24 description Dining DoorDash
652 5 102459530988 118.61 description Rent Cozy
653 82 368903105916 167.56 description Transportation Uber
654 30 437116322355 105.62 description Transportation MTA
655 45 415234494477 31.99 description Dining UberEats
656 8 936938857027 193.52 description Leisure Apple
657 91 715496969182 21.3 description Other Walgreens
658 69 562880119810 193.73 description Dining UberEats
659 38 998444300089 173.74 description Other WholeFoods
660 47 092281806890 96.2 description Other TraderJoes
661 13 132050416553 30.32 description Rent ClickPay
662 86 606749400144 164.08 description Dining Seamless
663 45 087750315745 99.34 description Other Walgreens
664 27 716265813979 161.88 description Transportation Uber
665 13 249701566669 142.71 description Rent RadPad
666 0 841307569788 27.08 description Other Costco
667 87 183367718435 5.26 description Rent RadPad
668 36 559206886573 133.54 description Other TraderJoes
669 87 545959562631 180.11 description Other WholeFoods
670 61 440258788508 168.89 description Rent Cozy
671 56 908159222330 100.93 description Leisure Ebay
672 20 823404627008 92.91 description Leisure Microsoft
673 67 935628720291 187.86 description Other CVS
674 23 076374585169 193.43 description Transportation Lyft
675 1 715892799918 20.38 description Dining UberEats
676 59 347609640554 166.45 description Other CVS
677 42 715429575086 111.83 description Other Costco
678 92 318812738924 122.14 description Dining Seamless
679 7 181569345904 71.7 description Rent ClickPay
680 20 001531575807 144.55 description Leisure Rakuten
681 44 764269496193 191.28 description Dining DoorDash
682 28 640408156053 111.34 description Rent Cozy
683 71 508840257242 97.98 description Leisure Amazon
684 76 684202339222 104.79 description Rent RadPad
685 21 300393153940 157.04 description Other Walgreens
686 21 155255503090 136.21 description Transportation MTA
687 62 355918821628 82.82 description Leisure BestBuy
688 67 720265547587 177.82 description Other Walgreens
689 7 478242584854 163.03 description Rent Cozy
690 82 917497850881 75.47 description Dining Seamless
691 25 440985767453 154.61 description Other Costco
692 7 266368630838 188.76 description Other WholeFoods
693 10 681085545827 58.79 description Dining Seamless
694 88 684144330470 50.09 description Other HomeDepot
695 18 104078610042 120.37 description Rent ClickPay
696 83 235959676339 166.24 description Other Walgreens
697 15 058104440483 79.14 description Other Costco
698 27 118341022801 101.78 description Transportation NYCTLC
699 31 999064761789 27.45 description Leisure Target
700 74 042534819798 133.8 description Dining Seamless
701 59 255081960195 180.39 description Rent RadPad
702 79 843532319916 102.7 description Rent ClickPay
703 98 696707242104 97.57 description Dining UberEats
704 40 223142992593 3.71 description Dining Seamless
705 37 337238216065 87.5 description Dining DoorDash
706 57 536122282049 100.75 description Transportation MTA
707 43 597263293238 148.58 description Transportation Lyft
708 11 456984355974 189.69 description Rent PayLease
709 88 236093210888 146.57 description Other Walgreens
710 39 596981781797 79.02 description Other TraderJoes
711 63 485758775846 125.42 description Other Walgreens
712 38 036065867228 135.92 description Rent ClickPay
713 4 822901784477 174.58 description Other WholeFoods
714 77 016070635338 153.61 description Rent RadPad
715 32 138480141100 185.67 description Other CVS
716 5 986404531480 79.95 description Rent Cozy
717 60 840555922002 53.03 description Leisure Microsoft
718 61 891128389465 32.88 description Rent ClickPay
719 26 216110886175 156.56 description Leisure Rakuten
720 63 290863731779 146.32 description Dining GrubHub
721 8 665069695321 43.85 description Leisure Nike
722 62 117864076528 116.72 description Other WholeFoods
723 86 333032554240 185.31 description Transportation MTA
724 45 186143471807 63.4 description Other Costco
725 0 055874425427 38.51 description Transportation Lyft
726 85 922319490560 78.32 description Transportation MTA
727 48 542647287813 65.87 description Leisure Nike
728 99 308330919940 174.0 description Other HomeDepot
729 58 805311880592 45.75 description Transportation NYCTLC
730 50 706265266669 3.76 description Other HomeDepot
731 34 485483638919 98.65 description Other TraderJoes
732 32 006148541462 131.68 description Leisure Alibaba
733 15 652137107438 135.92 description Dining UberEats
734 59 220467203428 81.38 description Dining GrubHub
735 61 712392681539 30.6 description Dining UberEats
736 71 343377801836 173.09 description Transportation MTA
737 5 768531281361 136.6 description Transportation NYCTLC
738 54 737817643750 92.16 description Other Walgreens
739 28 731342771899 145.75 description Other HomeDepot
740 20 097276719820 72.48 description Transportation Uber
741 9 193893270601 133.27 description Leisure Microsoft
742 7 400339225375 67.38 description Other TraderJoes
743 95 609414368374 99.12 description Rent ClickPay
744 36 483108151004 29.36 description Dining Seamless
745 16 116787046236 116.31 description Dining DoorDash
746 29 004204488521 174.41 description Rent PayLease
747 60 652544151069 139.97 description Dining Seamless
748 7 228979666149 160.0 description Transportation MTA
749 97 973347985468 174.79 description Dining Seamless
750 4 301607696183 61.78 description Dining GrubHub
751 99 981550199179 130.09 description Leisure Ebay
752 30 646537852805 133.29 description Leisure Nike
753 53 032564593911 168.27 description Other TraderJoes
754 90 382343219166 96.99 description Dining DoorDash
755 18 814185613288 170.45 description Other Walgreens
756 21 130505765862 111.25 description Dining GrubHub
757 56 690303319614 141.19 description Dining Seamless
758 45 767402400396 144.99 description Transportation Lyft
759 65 164543540519 167.7 description Leisure Alibaba
760 74 683966554727 96.56 description Rent PayLease
761 2 673381955252 65.2 description Leisure Nike
762 45 939541763107 49.85 description Dining DoorDash
763 46 171169387681 98.3 description Rent RadPad
764 95 487683547023 87.82 description Rent RadPad
765 93 182984151785 110.63 description Dining Seamless
766 59 084270304584 157.96 description Leisure Alibaba
767 47 927920689932 39.79 description Rent ClickPay
768 85 887904903848 163.14 description Leisure BestBuy
769 42 477136808557 88.11 description Leisure Walmart
770 81 950059712750 179.58 description Dining Seamless
771 14 111190860294 69.5 description Other CVS
772 70 670152915647 154.97 description Transportation Lyft
773 47 488123257418 4.97 description Rent Cozy
774 9 673348706762 19.95 description Transportation Uber
775 16 163261548065 37.6 description Transportation MTA
776 31 351133418450 96.39 description Transportation NYCTLC
777 0 310169693369 153.16 description Rent ClickPay
778 99 549514451126 49.03 description Rent PayLease
779 32 003184041795 150.27 description Dining UberEats
780 58 431727178392 47.86 description Transportation MTA
781 21 681805018280 118.69 description Other Costco
782 72 932668847062 109.22 description Leisure Rakuten
783 4 566653195390 88.41 description Other CVS
784 94 709371503330 104.03 description Rent RadPad
785 45 617513987751 190.59 description Leisure Walmart
786 49 945232345973 46.78 description Transportation Lyft
787 17 487988067207 14.13 description Rent RadPad
788 90 561875207119 158.8 description Dining Seamless
789 57 642728745775 109.67 description Transportation Uber
790 57 461238779014 91.6 description Other Walgreens
791 20 773612507656 97.79 description Rent Cozy
792 3 733842477254 4.38 description Dining UberEats
793 9 861815769524 170.12 description Transportation Uber
794 1 775084027116 166.83 description Rent Cozy
795 76 629599779519 96.91 description Leisure Rakuten
796 5 534365683742 171.68 description Transportation NYCTLC
797 75 786781307779 54.84 description Other Walgreens
798 80 710958872018 54.1 description Dining DoorDash
799 34 354577032529 106.92 description Transportation MTA
800 18 149001596117 126.5 description Transportation Uber
801 10 786165964081 22.07 description Dining DoorDash
802 90 295767981795 50.25 description Rent Cozy
803 44 607424438664 128.89 description Other CVS
804 5 015276500905 184.1 description Leisure BestBuy
805 18 786732390227 56.82 description Dining DoorDash
806 90 157828808131 66.69 description Dining DoorDash
807 23 186452439561 152.43 description Other HomeDepot
808 61 497063903498 143.04 description Rent ClickPay
809 95 841613531725 96.55 description Leisure Nike
810 87 783545363716 11.58 description Rent ClickPay
811 1 247815859271 145.05 description Transportation NYCTLC
812 86 463603678946 168.64 description Transportation Lyft
813 88 283163807250 175.01 description Dining Seamless
814 77 679921823151 52.83 description Transportation MTA
815 20 580795936359 178.18 description Other TraderJoes
816 61 910929123636 131.2 description Other Costco
817 70 198275431658 115.55 description Other CVS
818 63 870875326826 149.77 description Transportation MTA
819 99 816021331966 77.68 description Transportation NYCTLC
820 26 448812449457 16.16 description Transportation NYCTLC
821 3 763312043295 144.38 description Other TraderJoes
822 4 161941936343 156.5 description Dining GrubHub
823 1 180989391735 15.11 description Transportation MTA
824 90 877919228953 12.45 description Leisure Alibaba
825 95 552930628441 59.1 description Transportation Lyft
826 41 129267764044 72.74 description Leisure Walmart
827 76 583310655201 1.51 description Other Costco
828 76 913661371645 111.62 description Rent PayLease
829 87 741762634243 118.54 description Leisure Nike
830 78 814202779141 197.8 description Dining DoorDash
831 66 373873272642 145.65 description Other CVS
832 6 354077743049 33.0 description Rent PayLease
833 77 478983394001 41.1 description Transportation Uber
834 86 747602879440 167.18 description Leisure Walmart
835 79 714235398696 58.01 description Dining DoorDash
836 38 492714187631 78.98 description Leisure Walmart
837 64 289953657748 48.64 description Transportation Lyft
838 99 877113215846 168.75 description Rent PayLease
839 73 260933236139 34.91 description Leisure Walmart
840 38 574707122410 118.68 description Other Costco
841 47 005740688684 63.66 description Transportation NYCTLC
842 3 638807605857 197.4 description Other CVS
843 96 527134010591 42.04 description Leisure Rakuten
844 12 496312943725 85.29 description Other CVS
845 88 721759816479 115.94 description Other Costco
846 15 162623699829 149.57 description Other HomeDepot
847 73 578229505981 1.8 description Dining Seamless
848 26 902424784923 8.32 description Rent Cozy
849 45 718512704213 23.69 description Transportation MTA
850 84 104723737035 154.73 description Leisure Walmart
851 83 167158867020 26.46 description Transportation Lyft
852 53 740595084362 54.75 description Leisure Target
853 14 588448524653 109.98 description Dining Seamless
854 29 457069622566 34.96 description Leisure Nike
855 21 104710142830 123.62 description Rent ClickPay
856 60 582211974385 137.83 description Rent ClickPay
857 48 266829155980 172.67 description Transportation NYCTLC
858 19 689186888708 199.98 description Dining UberEats
859 83 130813708642 132.83 description Transportation Lyft
860 32 294934367940 117.37 description Dining Seamless
861 12 708968802535 59.01 description Leisure Ebay
862 97 699339683352 42.26 description Other TraderJoes
863 36 511683192981 161.23 description Dining UberEats
864 20 623900718850 28.04 description Transportation Uber
865 77 587445681070 48.43 description Rent PayLease
866 57 763431747790 160.76 description Transportation Lyft
867 60 793904625832 18.18 description Dining Seamless
868 64 462165156427 17.44 description Other HomeDepot
869 78 036731097894 143.04 description Leisure Rakuten
870 61 600412272537 145.91 description Dining GrubHub
871 91 036319535434 73.87 description Dining GrubHub
872 36 311741018387 38.05 description Other HomeDepot
873 54 320975962603 135.63 description Other TraderJoes
874 32 521166519052 141.11 description Other HomeDepot
875 97 773217572315 180.57 description Rent ClickPay
876 1 971457120783 23.23 description Other WholeFoods
877 89 727371712581 33.1 description Rent PayLease
878 37 103745142694 179.76 description Rent RadPad
879 13 184574416169 36.96 description Other HomeDepot
880 27 349079142534 195.61 description Rent PayLease
881 65 111629511047 28.47 description Dining DoorDash
882 46 390620406869 32.9 description Rent ClickPay
883 11 474392985264 95.84 description Leisure Amazon
884 52 909427480966 185.14 description Leisure Microsoft
885 46 193511553190 18.84 description Other TraderJoes
886 54 472150020396 15.91 description Dining Seamless
887 77 922146709526 182.27 description Other WholeFoods
888 46 697914680368 69.94 description Leisure Rakuten
889 6 604292662877 115.85 description Dining DoorDash
890 44 375172923702 65.28 description Rent ClickPay
891 69 432550809929 18.26 description Rent PayLease
892 18 458348427944 40.26 description Rent Cozy
893 75 862810431859 132.33 description Rent ClickPay
894 9 848205248017 116.13 description Leisure Ebay
895 43 355691048031 24.18 description Rent PayLease
896 78 096722712488 94.69 description Rent RadPad
897 20 708473823546 16.64 description Leisure Microsoft
898 49 862882488654 165.15 description Dining UberEats
899 29 693105413577 110.8 description Rent ClickPay
900 7 205230564924 29.66 description Rent RadPad
901 51 830122359310 16.83 description Transportation MTA
902 23 387118348889 76.49 description Other Costco
903 22 260937856174 191.74 description Other WholeFoods
904 29 403706791942 154.36 description Other TraderJoes
905 1 079011666611 35.68 description Rent RadPad
906 28 325122237179 181.37 description Rent RadPad
907 7 663862175758 118.33 description Rent PayLease
908 97 984068136335 51.54 description Transportation Lyft
909 71 179063656260 144.85 description Transportation Uber
910 31 494905172402 70.7 description Dining UberEats
911 54 157278029714 153.8 description Dining UberEats
912 53 405136665082 96.23 description Leisure BestBuy
913 7 199258407680 157.73 description Transportation Uber
914 98 408162934615 175.98 description Leisure Alibaba
915 9 543637639074 103.1 description Rent Cozy
916 47 991705901217 84.53 description Rent RadPad
917 30 152682910794 65.44 description Transportation NYCTLC
918 18 512361785482 42.97 description Dining Seamless
919 51 422385105098 48.07 description Transportation Uber
920 82 520001728472 47.55 description Leisure Nike
921 3 014313561992 102.11 description Transportation NYCTLC
922 38 115089738510 27.57 description Leisure Apple
923 65 966885845905 6.62 description Leisure Alibaba
924 23 675157813330 110.66 description Other CVS
925 75 493747625537 120.3 description Other HomeDepot
926 35 491921515400 29.12 description Leisure Ebay
927 8 286433296733 57.7 description Transportation MTA
928 79 727180709706 98.6 description Other HomeDepot
929 24 813937398134 80.95 description Transportation Lyft
930 27 160540110150 68.04 description Leisure Apple
931 14 376507197971 54.2 description Rent PayLease
932 48 373466198965 20.61 description Dining UberEats
933 73 719413677269 56.33 description Leisure Alibaba
934 57 887502309311 175.24 description Leisure BestBuy
935 37 830330285803 89.91 description Transportation Uber
936 69 359495872464 83.51 description Transportation Uber
937 19 598068689371 62.21 description Leisure Rakuten
938 70 016389576779 131.62 description Transportation Lyft
939 5 348639473949 199.74 description Other HomeDepot
940 72 406808398384 122.32 description Rent PayLease
941 85 097218824906 6.28 description Rent RadPad
942 48 259930676795 121.6 description Other CVS
943 73 730417566909 64.14 description Transportation NYCTLC
944 86 933234400265 171.82 description Rent Cozy
945 41 301062437728 124.75 description Leisure Microsoft
946 71 642051695111 56.05 description Transportation Uber
947 10 582958118755 2.9 description Dining DoorDash
948 86 834521218717 22.16 description Rent Cozy
949 80 786249247291 179.74 description Rent RadPad
950 12 304401418941 1.79 description Dining GrubHub
951 62 249969273980 143.49 description Rent PayLease
952 11 692616920295 51.92 description Leisure Apple
953 25 385580703416 120.04 description Other TraderJoes
954 76 399337348375 13.91 description Other CVS
955 70 805340895456 40.36 description Transportation Lyft
956 69 096727658777 183.71 description Leisure Microsoft
957 42 713037224925 71.82 description Transportation Uber
958 77 105425753990 166.87 description Dining Seamless
959 46 533154733330 197.6 description Leisure Ebay
960 20 054405424686 60.79 description Other WholeFoods
961 85 500953987250 189.38 description Transportation Uber
962 67 830831535207 38.68 description Transportation MTA
963 29 002945170196 11.84 description Transportation Lyft
964 58 251119751448 191.95 description Other TraderJoes
965 98 116438156038 183.39 description Other Costco
966 87 170417572134 99.12 description Other TraderJoes
967 61 529537639068 181.69 description Rent PayLease
968 86 392238064842 76.47 description Leisure Ebay
969 72 470986238228 62.65 description Transportation Uber
970 73 866645441745 197.96 description Rent PayLease
971 71 598857616709 21.79 description Other Walgreens
972 85 744941514149 155.48 description Transportation MTA
973 82 016038258955 57.04 description Transportation Lyft
974 55 259830032893 113.27 description Rent ClickPay
975 30 837348834491 101.3 description Other Walgreens
976 65 532893052014 94.19 description Other TraderJoes
977 38 602618166590 14.73 description Rent ClickPay
978 95 460741766578 199.47 description Other CVS
979 64 511760825984 123.83 description Leisure BestBuy
980 65 231359502133 168.91 description Rent RadPad
981 51 057205066511 113.6 description Leisure Amazon
982 63 374591140874 80.72 description Dining UberEats
983 20 402263940937 146.09 description Transportation Lyft
984 38 381175229553 35.5 description Transportation NYCTLC
985 15 292282042728 173.69 description Transportation Uber
986 5 910458911250 198.52 description Leisure Microsoft
987 33 663229743065 54.47 description Other HomeDepot
988 29 254815522089 6.87 description Rent PayLease
989 23 041785022602 156.0 description Other Costco
990 83 242126164553 34.67 description Leisure Walmart
991 72 772858709146 85.86 description Transportation Uber
992 50 953533577159 135.24 description Dining UberEats
993 24 052881649616 101.97 description Rent Cozy
994 13 050419889903 14.05 description Transportation Uber
995 69 036136160756 35.46 description Transportation Lyft
996 95 884432673267 33.28 description Transportation Lyft
997 55 567190967055 61.49 description Other CVS
998 1 980256016867 114.3 description Rent RadPad
999 41 262103166941 200.6 description Dining Seamless
